Majority protein IDs	Gene names	Q-value	Score	Ratio H/L AP4B1KO_02_03K	Ratio H/L AP4B1KO_02_06K	Ratio H/L AP4B1KO_02_12K	Ratio H/L AP4B1KO_02_24K	Ratio H/L AP4B1KO_02_80K	Ratio H/L AP4B1KO_03_03K	Ratio H/L AP4B1KO_03_06K	Ratio H/L AP4B1KO_03_12K	Ratio H/L AP4B1KO_03_24K	Ratio H/L AP4B1KO_03_80K	Ratio H/L AP4E1KO_02_03K	Ratio H/L AP4E1KO_02_06K	Ratio H/L AP4E1KO_02_12K	Ratio H/L AP4E1KO_02_24K	Ratio H/L AP4E1KO_02_80K	Ratio H/L AP4E1KO_03_03K	Ratio H/L AP4E1KO_03_06K	Ratio H/L AP4E1KO_03_12K	Ratio H/L AP4E1KO_03_24K	Ratio H/L AP4E1KO_03_80K	Ratio H/L WtHeLa_02_03K	Ratio H/L WtHeLa_02_06K	Ratio H/L WtHeLa_02_12K	Ratio H/L WtHeLa_02_24K	Ratio H/L WtHeLa_02_80K	Ratio H/L WtHeLa_03_03K	Ratio H/L WtHeLa_03_06K	Ratio H/L WtHeLa_03_12K	Ratio H/L WtHeLa_03_24K	Ratio H/L WtHeLa_03_80K	Reverse	Potential contaminant
P04066	FUCA1	0.0	8.6465							0.96306	0.53275	3.0711		1.8256	0.55086			0.94555		0.49623	0.56011	1.9909		2.6591		0.4207	1.7982			0.37337	0.74935				
P04075	ALDOA	0.0	323.31	0.6471399999999999	0.67423	0.85008	2.0075	6.1848	0.72525	0.80407	0.90122	1.8805	7.3034	0.78071	0.75165	0.69834	1.547	4.8626	0.9702799999999999	0.83905	0.7228600000000001	1.2894	4.2234	0.7310399999999999	0.68003	0.65167	1.5996	6.1146	0.775	0.78374	0.99555	1.9542	5.8987		
P04075-2	ALDOA	1.0	-2.0											0.48541000000000006																					
P04080	CSTB	0.0	102.94	0.37181	0.43933999999999995	0.30283000000000004	0.27496	0.55753	0.35881	0.40086	0.26063000000000003	0.33783	0.68401	0.35681999999999997	0.40689000000000003	0.30730999999999997	0.3377	0.55489	0.42705	0.41528999999999994	0.34021999999999997	0.39828	0.9678899999999999	0.40604	0.33858	0.23487	0.19638	0.5382600000000001	0.4281	0.40908	0.33681	0.30083000000000004	0.70277		
P04083	ANXA1	0.0	323.31	0.39183	0.47738	0.35078000000000004	0.29393	0.61649	0.35612	0.42232	0.27826999999999996	0.34548	0.65476	0.36383000000000004	0.39728	0.32065	0.30906	0.59704	0.37871	0.37484	0.34742	0.38913000000000003	0.74837	0.38700999999999997	0.33421	0.24539	0.20800000000000002	0.47371	0.44725	0.41803	0.35475	0.32337	0.65904		
P04114	APOB	0.0	31.951999999999998	0.21183000000000002	0.033418	0.86416	0.55011	0.9424399999999999	1.9052	1.0248	0.038442000000000004	0.16605	0.45578	0.53786	0.5555399999999999	0.41784	0.013212999999999999	0.17712999999999998	0.11423	1.3264	0.092453	0.16162	0.36019	0.29194000000000003	0.077928	0.020203	0.07732699999999999	0.058788	0.66796	0.6329199999999999	0.10858	0.21848	0.023211000000000002		
P04150-2;P04150-6;P04150;P04150-9;P04150-3;P04150-7;P04150-8;P04150-10;P04150-5	NR3C1	0.0	181.72	0.71809	0.9057799999999999	0.6008899999999999	0.50331	0.5323899999999999	0.75689	0.8024899999999999	0.54091	0.47373999999999994	0.5422600000000001	0.8675	1.0119	0.61543	0.4418	0.44743	0.53587	0.6931	0.49468	0.59283	0.47368000000000005	0.93005	0.9477200000000001	0.7246600000000001	0.48633000000000004	0.5664899999999999	0.8142199999999999	0.9166200000000001	0.62947	0.58512	0.54483		
P04156;P04156-2	PRNP	0.0	63.20399999999999	0.61031	0.6257699999999999	0.60578	1.3005	3.1374	0.68712	0.6391600000000001	0.81138	1.6638	4.7458	0.62785	0.74163	0.69317	1.3611	3.2561	0.69976	0.57689	0.5988600000000001	1.3084	2.6739	0.64927	0.6258199999999999	0.66496	1.4177	3.8445	0.64542	0.75226	0.9357	1.9755	3.4825		
P04179;P04179-4;P04179-2;P04179-3	SOD2	0.0	323.31	0.46438999999999997	0.60019	13.014000000000001	30.301	48.912	0.43518	0.6140100000000001	10.834000000000001	34.494	44.478	0.35062	0.60214	3.9176	1.9393	166.67	0.43154	0.58058	8.9779	26.58	43.827	0.36574	0.52425	8.7097	21.276999999999997	34.536	0.39875	0.5494100000000001	8.7906	28.537	37.105		
P04181;P04181-2	OAT	0.0	323.31	0.44888999999999996	0.55912	12.144	40.473	39.811	0.42766000000000004	0.59346	10.072000000000001	28.769000000000002	42.108000000000004	0.34129	0.56145	11.981	42.01	49.666000000000004	0.41778000000000004	0.57122	8.2571	31.101	26.495	0.35113	0.52652	9.4576	37.573	31.531	0.40334000000000003	0.54377	8.2086	23.169	36.5		
P04183	TK1	0.0	50.18600000000001	1.1382	1.0261	0.75532	0.75969	0.8653	1.6	1.3511	1.0358	0.90941	1.1996	1.1205	1.1175	0.8407399999999999	0.65254	0.78238	1.2034	1.0290000000000001	0.7987	0.81645	1.0322	1.0548	0.9956	0.6280600000000001	0.58794	0.84041	1.3077	1.0143	0.8816299999999999	0.72549	0.8289200000000001		
P04196	HRG	0.0073595	1.4232	0.73248	1.1153									0.27903										0.47891999999999996	0.69512										
P04264;CON__P04264	KRT1	0.0	323.31	0.8896700000000001	0.27281	0.17956	0.13074000000000002	0.042345	0.44915	0.11252999999999999	0.49178999999999995	0.28058	0.26716	0.07200000000000001	0.21615	0.057981	0.44392	0.07559600000000001	0.57615	0.30693000000000004	0.35893	0.16627	0.45776999999999995	0.063152	0.045883	0.05740700000000001	0.28142	0.061857	0.58399	0.037228	0.070893	0.20263	0.35525999999999996		+
P04350	TUBB4A	0.0	9.3327									0.32305									0.76431						0.6324		0.43683999999999995						
P04406	GAPDH	0.0	323.31	0.60069	0.61216	0.72419	0.9011299999999999	0.9890899999999999	0.62646	0.70238	0.71408	0.87659	1.1856	0.59419	0.65303	0.61097	0.72934	0.8145399999999999	0.59485	0.62278	0.60545	0.6809999999999999	0.8664	0.7237899999999999	0.6308199999999999	0.60265	0.81283	1.077	0.6945	0.6763600000000001	0.76075	0.7925399999999999	0.94311		
P04406-2	GAPDH	0.00053865	3.122	0.69997			0.96409		0.64189	0.9087299999999999	0.8242799999999999	0.90781	1.2092	0.71325				0.98949	0.6795	0.77222	0.77445	0.65805	0.8516299999999999	0.7338100000000001			1.1982	1.6737	0.69182	0.74741		0.71446	0.8891100000000001		
P04626;P04626-5;P04626-4;P04626-3;P04626-2;P04626-6	ERBB2	0.0	187.41	0.51153	0.5794699999999999	0.7788	1.871	6.6233	0.67781	0.74032	0.9268299999999999	1.8126	3.4268	0.5856	0.6571100000000001	0.77509	2.063	0.48412	0.6586	0.71536	0.79805	1.6968	5.7896	0.63989	0.65195	0.7486	1.8531	6.0692	0.69697	0.6826399999999999	1.0638	2.1508	3.0572		
P04632	CAPNS1	0.0	66.403	0.43171000000000004	0.5239199999999999	0.36183000000000004	0.36725	0.6828	0.44746	0.5022800000000001	0.3167	0.4002	0.79996	0.39757	0.44318	0.35574	0.32904	0.5458	0.42566000000000004	0.43296	0.38328	0.45692	0.8468	0.42701000000000006	0.40098	0.2846	0.22873000000000002	0.52505	0.46903	0.45908999999999994	0.42021000000000003	0.4041	0.67179		
P04792	HSPB1	0.0	282.19	0.37237	0.49551000000000006	0.36213	0.28972	0.55176	0.36959000000000003	0.44616999999999996	0.2824	0.35334	0.6247199999999999	0.39828	0.47878999999999994	0.36382	0.33069	0.53335	0.39146	0.42951000000000006	0.38094	0.40465	0.68517	0.34565999999999997	0.37278	0.25864000000000004	0.20836	0.42588000000000004	0.42148	0.40549	0.35486999999999996	0.31987	0.59346		
P04818;P04818-2;P04818-3	TYMS	0.0	323.31	0.77059	0.81101	0.52898	0.44411000000000006	0.52752	0.76552	0.8059	0.53722	0.5050399999999999	0.60832	0.6818	0.8022	0.43768999999999997	0.37135999999999997	0.51462	0.77481	0.68375	0.48783999999999994	0.45481000000000005	0.55904	0.8409	0.77746	0.42411000000000004	0.34948	0.51017	0.82262	0.73735	0.5783699999999999	0.45726999999999995	0.5381600000000001		
P04843	RPN1	0.0	323.31	1.1754	0.49257	0.66414	2.3753	9.5727	1.2459	0.53541	0.64995	2.166	10.046	0.92376	0.46028	0.77152	3.3016	12.652000000000001	1.0781	0.46953999999999996	0.72212	2.9383	10.725	0.95219	0.44518	0.6856800000000001	3.0304	13.344000000000001	0.9758600000000001	0.47093	0.91822	3.3977	10.963		
P04844;P04844-2	RPN2	0.0	323.31	1.3558	0.48916000000000004	0.71785	2.8838	12.652000000000001	1.3319999999999999	0.5350199999999999	0.68494	2.5418	11.026	0.95765	0.46751000000000004	0.82847	3.9643	16.759	1.0736	0.47505	0.7195	3.4685	12.794	0.96094	0.42189	0.6888	3.5418	16.925	0.9869100000000001	0.47213	0.97154	3.887	14.114		
P04899;P04899-4;P04899-6;P04899-3;P04899-5;P04899-2	GNAI2	0.0	323.31	0.53742	0.6158100000000001	0.76986	1.9	7.087000000000001	0.6397	0.71248	0.85229	1.8755	9.4732	0.57086	0.66651	0.70957	1.6962	6.1919	0.63208	0.6784399999999999	0.76426	1.6618	5.406000000000001	0.6261800000000001	0.65768	0.7196100000000001	1.6899	6.7139	0.65595	0.71678	1.0018	2.2605	6.9295		
P04920;P04920-2;P04920-3	SLC4A2	0.0	323.31	0.56408	0.54606	0.7312	2.235	6.0653	0.63336	0.60434	0.76373	2.039	6.6323	0.54059	0.60758	0.83746	2.4335	8.8775	0.5695100000000001	0.57216	0.8143699999999999	2.4225	7.7988	0.59882	0.57949	0.7811899999999999	2.3077	7.0213	0.63131	0.60178	0.9413600000000001	2.7027	6.686		
P05023;P05023-4;P05023-3;P05023-2	ATP1A1	0.0	323.31	0.51057	0.5786899999999999	0.79525	2.2271	7.8687	0.58999	0.6792600000000001	0.92417	2.2696	9.3845	0.5273	0.65922	0.78995	2.0531	7.8942	0.59082	0.6268199999999999	0.81137	1.9774	6.7482	0.58737	0.64294	0.7469399999999999	2.1646	8.8798	0.6009	0.68024	1.0725	2.6642	8.3149		
P05026;P05026-2	ATP1B1	0.0	179.49	0.57638	0.56803	0.77547	2.1142	8.5506	0.6353300000000001	0.65005	0.86793	2.178	9.0355	0.55271	0.6729	0.7974899999999999	2.0421	7.7448	0.60028	0.59416	0.72922	1.8931	5.9696	0.62645	0.62068	0.72868	2.1184	9.4796	0.6250100000000001	0.6277699999999999	0.9858899999999999	2.6264	7.9928		
P05067;P05067-9;P05067-5;P05067-6;P05067-4;P05067-3;P05067-10	APP	0.0	323.31	1.153	0.59331	0.5985199999999999	1.6882	3.9248	1.4026	0.62837	0.6061300000000001	1.6485	4.6262	1.0123	0.53468	0.60116	1.7741	3.7354	1.0891	0.53245	0.56079	1.7907	4.4193	1.0326	0.49821000000000004	0.5139100000000001	1.6892	4.6749	1.0489	0.50962	0.65012	2.0248	4.9723		
P05067-11;P05067-8;P05067-7	APP	0.00014203	5.3287		0.43282				1.0070000000000001	0.56643				0.89325	0.31824	0.619				0.38201999999999997				0.86425	0.54338	0.7795		4.4835	0.88387	0.54404					
P05067-2	APP	1.0	-2.0		0.4146				1.0009	0.5162399999999999	0.48012								1.1891	0.36230999999999997				0.8236600000000001	0.36901				0.61222						
P05114	HMGN1	0.0	97.82799999999999	0.1442	2.8744	1.5322	1.1199	0.9314399999999999	0.6381	4.4918	3.1839999999999997	1.9882	1.7469999999999999	0.30415	3.3795	1.4295	1.1123	0.8635799999999999	0.28886999999999996	1.9876	1.3135	0.91186	0.7906	0.4942	3.1756	1.3664	1.0697	1.0399	0.5724899999999999	3.19	2.0507	1.2396	1.0144		
P05141	SLC25A5	0.0	186.29	0.46113000000000004	0.5906100000000001	7.5307	27.276	43.708	0.44653000000000004	0.674	8.2619	24.684	33.61	0.35895	0.60022	7.8857	28.673000000000002	35.969	0.44799999999999995	0.60941	7.1866	3.6587	29.221999999999998	0.37279	0.55619	7.1016	27.965999999999998	43.452	0.39019000000000004	0.56714	7.6528	24.141	32.343		
P05161	ISG15	0.0	6.3389999999999995	0.42844		0.34683	0.35769	0.42336999999999997		0.30227	0.2826			0.35039000000000003	0.48553	0.37269	0.381	0.62795	0.33361999999999997	0.31140999999999996	0.30682	0.38503000000000004	0.71755	0.31631	0.3364	0.26048000000000004	0.3086	0.52746	0.5217	0.42973	0.40336	0.37139	0.59011		
P05165;P05165-2;P05165-3	PCCA	0.0	308.32	0.43396	0.5643100000000001	5.7164	3.4763	9.1424	0.4138	0.61769	12.532	7.6105	10.804	0.3484	0.6282	14.177999999999999	7.9461	6.3839999999999995	0.44966999999999996	0.5752	7.6573	12.793	14.995	0.37200000000000005	0.5886100000000001	0.8717299999999999	4.9365	5.1988	0.42941	0.61957	9.1216	14.059000000000001	39.482		
P05166;P05166-2	PCCB	0.0	323.31	0.45319	0.57535	6.0443	5.0042	21.569000000000003	0.45148	0.65494	8.7595	4.6072	20.503	0.38056	0.61358	5.3113	19.463	9.0612	0.45138999999999996	0.63834	8.6188	8.1207	7.2709	0.39189	0.5697300000000001	6.6674	3.2102	1.3207	0.48315	0.63395	8.0108	7.7547	4.4223		
P05186;P05186-3;P05186-2	ALPL	0.0	168.19	0.47439		0.21126999999999999	0.34385		1.1061	0.76825	0.9052899999999999		0.46274	0.63026	0.7581	0.72173	1.7064	4.9319999999999995	0.81442	0.84014	0.9474600000000001	1.734	5.4837	0.84121	0.94921	0.8852700000000001	0.8758100000000001		0.99495	0.9716299999999999	1.1347		3.3251		
P05187	ALPP	0.0	293.25	0.48103999999999997	0.55343	0.62662	1.2852	5.5808	0.61998	0.59855	0.76032	1.4932	2.9242	0.60518	0.6967	0.6550699999999999	1.4935	3.727	0.67584	0.67364	0.7672	1.3869999999999998	3.6613	0.52783	0.54652	0.51067	1.2032	4.4644	0.60216	0.67704	0.86608	1.7037	4.5797		
P05198	EIF2S1	0.0	323.31	3.3314	2.5558	0.8437399999999999	0.54288	0.40681999999999996	3.2487	2.553	1.0437	0.5495800000000001	0.41758	2.8877	2.2754	0.72253	0.48361000000000004	0.37364	3.0895	2.0843	0.85609	0.49512	0.37072	3.5097	2.2953	0.6693100000000001	0.46578	0.41311000000000003	3.2403	2.1757	0.8778	0.49463999999999997	0.35736999999999997		
P05204	HMGN2	0.0	9.0156	0.13002	2.4614	1.6157	1.217	1.0624	0.55382	4.4074	3.991	2.739	2.4004	0.26597	3.2413	1.4465	1.1179	1.0094	0.25243000000000004	1.7289	1.4331	0.9848600000000001	1.1035	0.41986999999999997	2.6715	1.421	1.1376	1.2099	0.49441	3.1705	2.1969	1.3425	1.28		
P05362	ICAM1	0.0	305.57	0.45568000000000003	0.5691	0.71832	1.9456	8.1312	0.48901000000000006	0.6272	0.8625299999999999	1.8379	7.9155	0.5072800000000001	0.64863	0.67125	1.6578	7.2255	0.47918999999999995	0.5626899999999999	0.64161	1.2937	4.9774	0.5737399999999999	0.61049	0.6715800000000001	1.7818	8.3323	0.52903	0.6564399999999999	0.8935200000000001	1.9907	7.0453		
P05386	RPLP1	0.0	323.31	3.0691	1.8933	0.69255	0.48838000000000004	0.46	3.735	1.8481	1.151	0.63843	0.47639	2.9498	1.9442	0.59882	0.53743	0.43633999999999995	4.1786	2.1371	0.74508	0.50435	0.39399999999999996	1.5175	1.6691	0.58045	0.48255	0.46521999999999997	3.5156	1.8359	0.74684	0.49443000000000004	0.40183		
P05387	RPLP2	0.0	323.31	3.6272	1.8944	0.78069	0.53981	0.49211000000000005	3.7778	2.0389	0.9021100000000001	0.5122899999999999	0.45898999999999995	3.1678	1.8459	0.66991	0.46284	0.40584000000000003	3.3805	1.8064	0.74827	0.43173	0.41876	3.4241	1.8837	0.62059	0.44772	0.4458	3.3178	1.8643	0.78652	0.47347	0.39758000000000004		
P05388;P05388-2;Q8NHW5	RPLP0;RPLP0P6	0.0	323.31	3.6836	1.9318	0.75573	0.5362	0.4466	3.8339	2.0926	0.8993899999999999	0.52932	0.47435	3.0969	1.8678	0.64932	0.4728	0.42181	3.3735	1.7816	0.75257	0.48278999999999994	0.42975	3.3977	1.7734	0.60463	0.45315	0.45533	3.3284	1.9096	0.79781	0.4833	0.39628		
P05423	POLR3D	0.0	64.82	1.2764	1.6928	0.7351800000000001	0.5495899999999999	0.4311	1.4994	1.7133	0.91061	0.5208	0.51225	1.0686	1.8746	0.60092	0.57665	0.41797	0.9458700000000001	1.3763	0.76888	0.56387	0.42167	1.3108	0.92686	0.77778	0.39989	0.39774	1.1529	1.3523	0.69743	0.5989399999999999	0.3475		
P05455	SSB	0.0	134.4	0.37939	0.6096199999999999	0.35469	0.24623	0.42200000000000004	0.46985	0.54692	0.29832	0.35139000000000004	0.47161000000000003	0.44038999999999995	0.5373	0.34309	0.25798000000000004	0.4048	0.5163800000000001	0.53794	0.42871000000000004	0.42368	0.61844	0.43916000000000005	0.42106000000000005	0.23763	0.19472	0.36793000000000003	0.54459	0.54808	0.3806	0.34642	0.50878		
P05549;P05549-5;P05549-6;P05549-2	TFAP2A	0.0	62.808	0.30974	1.4373	1.1448	0.73241	0.6621199999999999	0.96729	3.247	1.9197	1.051	1.0503	0.5372600000000001	2.0449	0.9580200000000001	0.73285	0.65073	0.4454	1.2593	0.9269799999999999	0.66378	0.68735	0.93347	2.2042	1.1409	0.81906	0.8751	0.8650700000000001	2.2076	1.0991	1.1684	0.80108		
P05556;P05556-2;P05556-5;P05556-4;P05556-3	ITGB1	0.0	323.31	1.0271	0.5191899999999999	0.6373800000000001	2.0097	6.7764	1.1094	0.57827	0.6514	1.7649	7.3087	0.84711	0.50869	0.71157	2.2976	7.52	0.9204899999999999	0.50883	0.67592	2.0565	6.8133	0.87795	0.48523	0.62054	2.1819	8.4572	0.89731	0.5210199999999999	0.8519700000000001	2.4294	7.3088		
P05783	KRT18	0.0	323.31	0.88665	0.77275	0.43582	0.39015	0.27888	0.71917	0.83068	0.48241999999999996	0.30755	0.35381	0.9769200000000001	0.89428	0.48711000000000004	0.39826999999999996	0.27795	0.74438	0.74532	0.44146	0.30974	0.28844000000000003	0.75008	0.69671	0.39095	0.30258	0.26356999999999997	0.68171	0.6651199999999999	0.51022	0.38298000000000004	0.34651		
P05976;P05976-2	MYL1	0.0	9.2145	0.27715	0.5846600000000001	1.0628	1.3473	2.3652	0.36948000000000003	0.7612	1.1078	1.7878	3.3177	0.31368	0.69763	0.9741799999999999	1.4356	2.6589	0.37999	0.60831	1.0177	1.7295	2.6234	0.40768000000000004	0.79218	0.8464	1.171	2.0697	0.39235	0.67892	1.1694		1.4634		
P05997	COL5A2	0.0	41.025	0.05245	0.24308000000000002	0.28847	0.51549	0.57422				0.25842	0.53468	1.1481	2.0948	5.2985	0.50244	0.47597			0.72969	0.24468			0.9593	0.68883	3.2849	0.40524		1.3030000000000002	1.0121	0.4841	0.10527		
P06132	UROD	0.0	47.71		0.7097600000000001	0.31916	0.31966999999999995	0.41862	0.37923	0.5309699999999999	0.29481999999999997	0.33910999999999997	0.5898	0.49108999999999997	0.49461000000000005	0.3589	0.26556	0.44671000000000005	0.47773999999999994	0.47513	0.37966	0.55814	0.8507899999999999	0.38383	0.34301	0.22633000000000003	0.2196	0.32085	0.5425	0.60356	0.40019	0.53264	0.9118		
P06213;P06213-2	INSR	0.0	249.13	0.6935399999999999	0.62575	0.7588	1.5228	3.6443	0.67045	0.6682600000000001	0.83378	1.5804	6.0766	0.64773	0.69411	0.7361	1.4754	5.3347	0.6885399999999999	0.67782	0.7721100000000001	1.579	4.1615	0.67905	0.68776	0.70315	1.6171	5.6274	0.74348	0.70685	1.0027	1.8258	5.0824		
P06241;P06241-3	FYN	0.0	323.31	0.5185	0.62385	0.78013	1.795	4.7825	0.63257	0.71544	0.8819899999999999	1.8701	4.9918	0.56599	0.71739	0.74426	1.6802	4.8792	0.65792	0.68288	0.8078	1.6987	4.3331	0.6421	0.68062	0.72443	1.7282	6.0521	0.63522	0.7179800000000001	0.96851	2.0117	5.2769		
P06241-2	FYN	0.0	113.59	0.55498	0.42589	0.55461	2.2874		0.53066	0.6200100000000001	0.8686	1.6567	1.1604	0.58954	0.70101	0.7793800000000001	1.7159	5.0116	0.6219	0.6924	0.7472	1.4042	4.8854	0.76877	0.65623	0.7153	1.8475	5.335	0.5280100000000001	0.69485	1.1101	2.3588	2.9210000000000003		
P06280	GLA	0.0	181.82	1.7152	0.44406	0.63066	3.0072	7.7672	1.9908	0.45181000000000004	0.6109100000000001	2.2004	8.1686	1.3977	0.42086999999999997	0.56707	2.3502	6.0933	1.5598	0.47389	0.61231	2.4877	7.9919	1.3957	0.38397	0.56066	1.8219	7.5785	1.3451	0.43868999999999997	0.7639199999999999	2.1289	9.0123		
P06396-2;P06396;P06396-4;P06396-3	GSN	0.0	30.735	0.096195	0.17956	0.20181	0.089901	0.26966	0.27636	0.28573000000000004	0.26265	0.37861	0.45646000000000003	0.09153	0.061714	0.045301999999999995	0.09023300000000001	0.1153	0.23749	0.19169	0.32831	0.69714	0.39684	0.058441999999999994	0.090306	0.10299000000000001	0.046523	0.084691	0.12611	0.43446999999999997	0.426	0.22471999999999998	0.27383		
P06400	RB1	0.0	77.028			0.68162	0.4013		0.81157		1.6509		0.98441				0.48123999999999995	0.61219	1.1388				0.3316			0.6141800000000001	0.43665	0.44871000000000005			0.59967	1.9262	0.3114		
P06454;P06454-2	PTMA	0.0	175.05	0.33414	0.4297	0.25574	0.20956	0.51532	0.29775	0.36674	0.2173	0.30756999999999995	0.5181600000000001	0.30189	0.3359	0.23948000000000003	0.21989	0.50322	0.36679	0.38195999999999997	0.31185999999999997	0.32604	0.72916	0.27885	0.2694	0.19286	0.14414000000000002	0.4016	0.35956	0.35274	0.27867	0.26177	0.60135		
P06493;P06493-2	CDK1	0.0	323.31	0.9016	0.9246	0.67442	0.64348	0.67515	1.0583	1.0224	0.80772	0.71825	0.81576	0.8928299999999999	0.91756	0.62495	0.56944	0.60483	1.0088	0.8738100000000001	0.6762	0.6228	0.6486	1.0363	0.89299	0.55299	0.4892	0.61349	1.0731	0.9426	0.8074100000000001	0.6451399999999999	0.65292		
P06576	ATP5B	0.0	323.31	0.43596	0.6041300000000001	9.9571	25.386	37.348	0.41458	0.6499	9.4389	21.505	29.92	0.34136	0.60578	9.7622	24.003	34.833	0.40783	0.63418	8.0879	19.515	26.438000000000002	0.34515	0.5967600000000001	8.9415	25.863000000000003	36.914	0.3872	0.59475	9.4551	23.045	27.752		
P06702	S100A9	0.0013129	2.3215	0.51148	0.8508399999999999		0.6461399999999999		4.2858	2.3027	2.4907	0.6479	0.56377	0.27447	1.7192	0.7155600000000001	0.52908	0.46458999999999995	1.2052	1.1468	2.7063	0.20065999999999998	0.4819	0.34585	1.0302			0.50327	1.2765	0.6483300000000001	0.85495	0.53117	0.4317		
P06703	S100A6	0.0	54.062	0.34388	0.40215	0.24846999999999997	0.23426999999999998	0.54232	0.31064	0.38539	0.24643	0.2795	0.60482	0.342	0.42085	0.26979000000000003	0.27713000000000004	0.50357	0.33785	0.36911	0.29759	0.33504	0.71837	0.33061	0.2589	0.20454	0.17109000000000002	0.45787	0.36605	0.35029	0.31874	0.26125	0.57867		
P06730;P06730-2;P06730-3	EIF4E	0.0	109.57	3.5297	2.3945	0.91155	0.57233	0.37923	3.2995	2.3595	0.98905	0.51323	0.39584	2.8592	2.1021	0.81813	0.50076	0.3568	2.9592	1.9544	0.89885	0.51785	0.3767	3.3688	2.1385	0.7320399999999999	0.46636000000000005	0.40156	3.0739	2.0413	0.9176799999999999	0.50093	0.33285		
P06733;P06733-2	ENO1	0.0	323.31	0.39036	0.491	0.33745	0.30213	0.51666	0.40044	0.45803	0.28754	0.36615	0.61587	0.37839	0.44459	0.32861	0.30265	0.49762	0.45486000000000004	0.45978	0.40009	0.42511000000000004	0.70482	0.39143	0.37288000000000004	0.25745	0.21259	0.45245	0.48705	0.46133	0.38658000000000003	0.33166	0.61579		
P06737;P06737-2	PYGL	0.0	127.93	0.73533	0.72727	0.48607	0.29659	0.42136	0.9160200000000001	1.0647	0.44793	0.335	0.41143	0.8219200000000001	0.8346600000000001	0.38885	0.2826	0.38599	0.81501	0.8963	0.4649	0.39059	0.44578	0.6877800000000001	0.58797	0.31565	0.2134	0.38939	1.5244	0.80935	0.55361	0.34934	0.5256		
P06744;P06744-2	GPI	0.0	323.31	0.47563	0.55375	0.37609000000000004	0.33111	0.49537	0.462	0.53277	0.33585	0.39646	0.58405	0.46103999999999995	0.49868999999999997	0.34253	0.33976999999999996	0.45002	0.52056	0.49538999999999994	0.45524	0.45214	0.6111800000000001	0.4949	0.45164	0.30051	0.24095999999999998	0.44036000000000003	0.57789	0.55852	0.4412	0.35281	0.54891		
P06746	POLB	0.0	30.982	1.1958	2.2575	0.7592	0.64176	0.5532199999999999		1.8302	0.9668100000000001	0.61856	0.49095	0.99598	1.6957	0.64247	0.47868999999999995	0.44665	2.3879	1.1212	0.63515	0.6288199999999999	0.44527	1.8482	1.5693	0.6825399999999999	0.48375	0.53377			0.9900200000000001	0.46567	0.58152		
P06748;P06748-3	NPM1	0.0	323.31	0.69222	2.1601	0.77046	0.51703	0.43788999999999995	1.819	2.7887	1.1427	0.68147	0.55755	1.3143	1.9702	0.60054	0.42318	0.35495	1.496	1.9126	0.70304	0.45583	0.36327	1.8684	2.2551	0.7169399999999999	0.50595	0.502	2.1023	2.7087	1.1285	0.68582	0.55057		
P06748-2	NPM1	1.0	-2.0			0.7923399999999999		0.43256000000000006					0.48481		1.821	0.6087		0.35009			0.77723	0.53483	0.33302	2.1381	2.293	0.70528					1.0278	0.76094	0.5451199999999999		
P06753	TPM3	0.0014336	2.0728				0.8395100000000001		1.5747							0.43492		0.7481300000000001			0.52965				0.22058000000000003			0.8332799999999999			0.5129199999999999	0.5865100000000001			
P06753-2;P06753-3	TPM3	0.0	323.31	0.31701999999999997	0.49598000000000003	0.5246	0.5377	1.0547	0.31837	0.48951000000000006	0.47786999999999996	0.66827	1.3957	0.3193	0.47325	0.50134	0.50288	0.80057	0.32553000000000004	0.46053999999999995	0.5249699999999999	0.64235	1.5062	0.32195999999999997	0.41736999999999996	0.39418000000000003	0.35470999999999997	0.7631100000000001	0.34953	0.48143	0.53174	0.59264	1.2254		
P06753-6	TPM3	0.00013965	4.527						1.1273																										
P06756;P06756-3;P06756-2	ITGAV	0.0	323.31	0.57097	0.58125	0.7252	1.5651	3.8501	0.64942	0.69406	0.81738	1.4355	3.7678	0.51852	0.63381	0.7582399999999999	1.5995	3.9878	0.60309	0.65327	0.81838	1.4455	2.9166	0.63998	0.63102	0.6904	1.5113	4.2832	0.65595	0.69158	0.9685799999999999	1.8788	3.6794		
P06858	LPL	0.0	93.25200000000001	1.2519	0.70997	0.7529100000000001	1.5835	2.1918	1.4199	0.88718	0.9269	1.5435	2.9142	0.9483299999999999	0.67504	0.87077	1.3919	1.9471	1.1694	0.6668	0.78927	1.4962	2.2644	0.9321299999999999	0.59273	0.67697	1.3005	2.1326	0.9771799999999999	0.61828	0.89192	1.9253	1.8388		
